Date,Open,High,Low,Close,Adj Close,Volume
2018-03-02,47.200001,49.049999,46.959998999999996,48.98,48.404564,33310600
2018-03-05,48.57,49.799999,48.040001000000004,49.75,49.16552,30826500
2018-03-06,50.16,51.330002,50.150002,50.709998999999996,50.114239000000005,39132300
2018-03-07,50.18,51.490002000000004,50.099998,51.32,50.717071999999995,31801900
2018-03-08,51.790001000000004,52.080002,50.470001,50.740002000000004,50.14389,29481200
2018-03-09,51.27,52.299999,51.0,52.189999,51.576851,32727900
2018-03-12,51.860001000000004,51.950001,50.5,51.52,50.914722,32044400
2018-03-13,52.52,53.779999,51.389998999999996,51.779999,51.171669,45573900
2018-03-14,52.060001,52.18,51.310001,51.860001000000004,51.250732,24993500
2018-03-15,52.23,52.299999,50.880001,50.880001,50.282246,25631200
2018-03-16,51.169998,51.700001,50.990002000000004,51.169998,50.568836,42559800
2018-03-19,50.740002000000004,51.23,49.93,50.830002,50.23283,31115200
2018-03-20,50.880001,51.810001,50.849998,51.549999,50.94437,22215000
2018-03-21,51.549999,52.169998,51.169998,51.560001,50.954254,23239500
2018-03-22,50.740002000000004,51.959998999999996,50.599998,50.830002,50.23283,30916000
2018-03-23,50.59,50.990002000000004,49.360001000000004,49.360001000000004,48.780097999999995,37683900
2018-03-26,50.740002000000004,52.490002000000004,50.32,52.48,51.863445,39306200
2018-03-27,53.009997999999996,53.25,50.779999,51.189999,50.5886,38777000
2018-03-28,50.5,50.700001,49.009997999999996,49.599998,49.017277,37970900
2018-03-29,49.98,52.080002,49.869999,52.080002,51.468146999999995,45265800
2018-04-02,51.689999,52.040001000000004,47.290001000000004,48.919998,48.345268,67187800
2018-04-03,49.0,49.959998999999996,48.41,49.75,49.16552,39432400
2018-04-04,48.099998,50.16,48.009997999999996,49.990002000000004,49.402702000000005,30370000
2018-04-05,50.009997999999996,50.720001,49.970001,50.380001,49.788115999999995,25115400
2018-04-06,49.790001000000004,50.400002,48.5,48.790001000000004,48.216797,28215200
2018-04-09,49.16,51.110001000000004,49.16,49.549999,48.967869,31437000
2018-04-10,51.119999,51.490002000000004,50.34,51.27,50.66766,25906400
2018-04-11,50.990002000000004,51.73,50.82,51.099998,50.499657,17568400
2018-04-12,51.490002000000004,53.27,51.450001,52.720001,52.100628,29781400
2018-04-13,53.060001,53.209998999999996,51.599998,51.860001000000004,51.250732,20884900
2018-04-16,52.290001000000004,52.529999,51.790001000000004,52.400002,51.784386,18855500
2018-04-17,52.91,53.700001,52.889998999999996,53.540001000000004,52.91099499999999,21228700
2018-04-18,53.52,54.360001000000004,53.34,53.610001000000004,52.980167,22164700
2018-04-19,52.950001,52.959998999999996,51.610001000000004,52.220001,51.606499,25422400
2018-04-20,52.169998,52.279999,50.880001,51.529999,50.924603000000005,26910100
2018-04-23,51.689999,51.889998999999996,50.849998,51.099998,50.499657,21706700
2018-04-24,51.869999,53.639998999999996,51.139998999999996,51.450001,50.845546999999996,42494700
2018-04-25,51.860001000000004,52.099998,50.599998,51.380001,50.776371000000005,25752800
2018-04-26,52.259997999999996,53.27,52.07,53.049999,52.42675,39575000
2018-04-27,55.439999,55.790001000000004,52.23,52.73,52.110508,69888100
2018-04-30,52.560001,53.369999,51.209998999999996,51.619999,51.01355,36417400
2018-05-01,51.639998999999996,53.419998,51.439999,53.330002,52.703465,27600800
2018-05-02,53.09,53.200001,52.150002,52.310001,51.695446000000004,25778300
2018-05-03,51.889998999999996,52.560001,51.209998999999996,52.279999,51.665794,28561000
2018-05-04,51.619999,52.84,51.0,52.779999,52.46095699999999,25642500
2018-05-07,52.860001000000004,53.580002,52.830002,53.330002,53.007637,20285700
2018-05-08,53.290001000000004,53.630001,52.799999,53.630001,53.30582,21026800
2018-05-09,53.759997999999996,54.369999,53.189999,54.34,54.011528000000006,19827500
2018-05-10,54.549999,55.0,54.099998,54.98,54.647659,18715900
2018-05-11,54.619999,55.189999,54.43,54.669998,54.33953100000001,15405000
2018-05-14,54.77,55.240002000000004,54.740002000000004,54.900002,54.568146,21878200
2018-05-15,54.580002,54.75,53.560001,53.919998,53.594067,21712600
2018-05-16,54.169998,54.700001,53.959998999999996,54.639998999999996,54.309715000000004,16260500
2018-05-17,54.549999,55.439999,54.419998,54.810001,54.478687,16872600
2018-05-18,54.529999,54.540001000000004,53.470001,53.5,53.176605,23679900
2018-05-21,54.360001000000004,55.220001,53.860001000000004,54.32,53.99165,25367400
2018-05-22,54.73,55.049999,54.049999,54.450001,54.120865,19009600
2018-05-23,54.0,55.23,53.84,55.209998999999996,54.87627,20496500
2018-05-24,55.18,55.299999,54.130001,54.75,54.419048,19443000
2018-05-25,54.799999,55.5,54.540001000000004,55.439999,55.104877,18550000
2018-05-29,55.119999,55.810001,54.810001,55.32,54.985603000000005,24157300
2018-05-30,55.889998999999996,56.200001,55.619999,55.68,55.343430000000005,24711500
2018-05-31,55.669998,55.860001000000004,55.060001,55.200001,54.866329,30962100
2018-06-01,55.84,57.099998,55.799999,57.080002,56.734966,31121800
2018-06-04,57.009997999999996,57.599998,56.779999,56.830002,56.486481000000005,22438900
2018-06-05,56.900002,57.119999,56.220001,56.529999,56.18829,21687000
2018-06-06,56.529999,57.060001,56.080002,57.029999,56.68526800000001,22955400
2018-06-07,56.919998,57.0,55.619999,55.880001,55.542221,27596100
2018-06-08,55.560001,55.700001,54.66,55.049999,54.717236,30822900
2018-06-11,54.799999,55.09,54.259997999999996,54.52,54.190441,25752400
2018-06-12,54.869999,55.029999,54.220001,54.82,54.488628000000006,23294900
2018-06-13,54.98,55.700001,54.91,55.029999,54.697357,22631400
2018-06-14,55.450001,55.860001000000004,55.18,55.540001000000004,55.204277000000005,23419800
2018-06-15,55.169998,55.380001,54.580002,55.110001000000004,54.776875,39194700
2018-06-18,54.299999,54.299999,52.34,53.220001,52.8983,40764400
2018-06-19,52.139998999999996,52.950001,51.880001,52.93,52.61005,31780900
2018-06-20,53.189999,53.75,52.689999,53.459998999999996,53.136848,21403000
2018-06-21,54.380001,54.529999,51.939999,52.189999,51.874522999999996,44435600
2018-06-22,52.619999,53.09,52.299999,52.5,52.182652000000004,34682100
2018-06-25,51.169998,51.75,49.91,50.709998999999996,50.403469,45356500
2018-06-26,49.950001,50.41,49.360001000000004,49.669998,49.369755,37543000
2018-06-27,49.34,50.060001,48.75,48.759997999999996,48.465256,33338800
2018-06-28,48.580002,49.490002000000004,48.5,49.25,48.952296999999994,29055700
2018-06-29,49.529999,50.110001000000004,49.5,49.709998999999996,49.409515,28906500
2018-07-02,49.040001000000004,50.27,48.830002,50.200001,49.896553000000004,23755500
2018-07-03,50.580002,50.860001000000004,49.43,49.470001,49.170967,16327900
2018-07-05,49.98,50.959998999999996,49.75,50.75,50.44323,26163500
2018-07-06,50.77,51.5,50.400002,51.369999,51.059478999999996,19968000
2018-07-09,51.639998999999996,51.889998999999996,51.0,51.860001000000004,51.54652,21361600
2018-07-10,52.099998,52.259997999999996,51.84,52.16,51.844707,17362900
2018-07-11,51.689999,51.869999,51.189999,51.200001,50.890511,18665600
2018-07-12,52.049999,52.48,51.73,52.349998,52.033558,20292700
2018-07-13,52.400002,52.419998,51.759997999999996,52.220001,51.904346000000004,13749300
2018-07-16,52.150002,52.32,51.869999,52.009997999999996,51.695609999999995,15951500
2018-07-17,51.049999,51.880001,51.009997999999996,51.75,51.437183000000005,15754500
2018-07-18,51.869999,51.970001,51.470001,51.720001,51.407368,14649000
2018-07-19,51.599998,52.009997999999996,51.049999,51.98,51.665794,15954600
2018-07-20,51.830002,52.07,51.330002,51.91,51.596218,17380500
2018-07-23,51.77,52.5,51.330002,52.310001,51.993801,15945500
2018-07-24,52.759997999999996,53.299999,52.080002,52.18,51.864585999999996,17788700
2018-07-25,52.209998999999996,52.450001,51.09,52.43,52.113075,19854800
2018-07-26,52.450001,53.18,51.869999,52.16,51.844707,28282500
2018-07-27,48.759997999999996,49.200001,47.48,47.68,47.391788,67816700
2018-07-30,47.630001,47.990002000000004,46.43,47.689999,47.401726000000004,35696600
2018-07-31,48.240002000000004,48.68,47.689999,48.099998,47.809246,36581200
2018-08-01,48.060001,48.91,48.0,48.810001,48.514957,28060700
2018-08-02,48.5,49.52,48.200001,49.48,49.180904,26452500
2018-08-03,49.5,49.779999,49.169998,49.630001,49.330002,22008200
2018-08-06,48.77,49.310001,48.32,49.299999,49.299999,26669000
2018-08-07,49.43,49.830002,49.41,49.700001,49.700001,28322700
2018-08-08,49.599998,50.130001,49.439999,49.959998999999996,49.959998999999996,21990600
2018-08-09,49.860001000000004,50.599998,49.720001,50.139998999999996,50.139998999999996,23788200
2018-08-10,48.509997999999996,49.169998,48.299999,48.849998,48.849998,28712400
2018-08-13,48.919998,49.240002000000004,48.380001,48.450001,48.450001,17002700
2018-08-14,48.669998,48.759997999999996,47.650002,48.119999,48.119999,23061600
2018-08-15,47.779999,48.0,46.900002,47.459998999999996,47.459998999999996,26739900
2018-08-16,47.75,47.950001,47.049999,47.169998,47.169998,24358000
2018-08-17,47.0,47.389998999999996,46.330002,47.099998,47.099998,26382000
2018-08-20,47.049999,47.119999,46.189999,46.5,46.5,24334000
2018-08-21,46.66,47.849998,46.639998999999996,47.619999,47.619999,19254300
2018-08-22,47.25,47.349998,46.919998,47.049999,47.049999,23182500
2018-08-23,46.860001000000004,47.169998,46.709998999999996,46.98,46.98,31343200
2018-08-24,47.290001000000004,47.889998999999996,47.080002,47.66,47.66,18214700
2018-08-27,48.0,48.389998999999996,47.630001,48.349998,48.349998,17170300
2018-08-28,48.549999,48.790001000000004,48.310001,48.57,48.57,13472400
2018-08-29,48.700001,48.860001000000004,48.400002,48.75,48.75,13479100
2018-08-30,48.52,48.830002,48.09,48.240002000000004,48.240002000000004,16418800
2018-08-31,47.959998999999996,48.560001,47.919998,48.43,48.43,16484000
